Rentree_Scolaire,Region,Academie,Departement,Commune,Numero_Du_College,Denomination_Principale,Patronyme,Secteur,Nombre_D_Eleves_Total,PRIVE,PUBLIC,priporitaire
2022,HAUTS-DE-FRANCE,LILLE,NORD,SOMAIN,0590248Z,COLLEGE,LOUIS PASTEUR,PUBLIC,626,0,1,0
2022,HAUTS-DE-FRANCE,LILLE,NORD,SOMAIN,0594405T,COLLEGE,VICTOR HUGO,PUBLIC,641,0,1,1
2022,HAUTS-DE-FRANCE,LILLE,NORD,STEENVOORDE,0593147A,COLLEGE PRIVE,NOTRE-DAME DE LOURDES,PRIVE,182,1,0,0
2022,HAUTS-DE-FRANCE,LILLE,NORD,STEENVOORDE,0593992U,COLLEGE,ANTOINE DE SAINT EXUPERY,PUBLIC,494,0,1,0
2022,HAUTS-DE-FRANCE,LILLE,NORD,TOURCOING,0594394F,COLLEGE,MARIE CURIE,PUBLIC,555,0,1,1
2022,HAUTS-DE-FRANCE,LILLE,NORD,VALENCIENNES,0590270Y,LP LYCEE DES METIERS,DU HAINAUT,PUBLIC,22,0,1,0
2022,HAUTS-DE-FRANCE,LILLE,NORD,VILLERS-OUTREAUX,0593157L,COLLEGE PRIVE,SAINT JOSEPH,PRIVE,220,1,0,0
2022,HAUTS-DE-FRANCE,LILLE,NORD,WALLERS,0593678C,COLLEGE,JEAN MOULIN,PUBLIC,511,0,1,0
2022,HAUTS-DE-FRANCE,LILLE,NORD,WASQUEHAL,0593241C,COLLEGE,ALBERT CALMETTE,PUBLIC,415,0,1,0
2022,HAUTS-DE-FRANCE,LILLE,NORD,WATTEN,0594650J,COLLEGE,JACQUES PREVERT,PUBLIC,511,0,1,0
2022,HAUTS-DE-FRANCE,LILLE,NORD,WATTIGNIES,0594524X,COLLEGE,JEAN MOULIN,PUBLIC,329,0,1,1
2022,HAUTS-DE-FRANCE,LILLE,PAS-DE-CALAIS,ANNEZIN,0622797D,COLLEGE,LIBERTE,PUBLIC,601,0,1,0
2022,HAUTS-DE-FRANCE,LILLE,PAS-DE-CALAIS,ARRAS,0622083C,COLLEGE,JEHAN BODEL,PUBLIC,564,0,1,0
2022,HAUTS-DE-FRANCE,LILLE,PAS-DE-CALAIS,ARRAS,0622864B,COLLEGE,FRANCOIS MITTERRAND,PUBLIC,421,0,1,0
2022,HAUTS-DE-FRANCE,LILLE,PAS-DE-CALAIS,AUCHEL,0620021L,COLLEGE,SEVIGNE,PUBLIC,445,0,1,1
2022,HAUTS-DE-FRANCE,LILLE,PAS-DE-CALAIS,BAPAUME,0620030W,LYCEE PROFESSIONNEL,PHILIPPE AUGUSTE,PUBLIC,24,0,1,0
2022,HAUTS-DE-FRANCE,LILLE,PAS-DE-CALAIS,BAPAUME,0620031X,COLLEGE,CARLIN LEGRAND,PUBLIC,618,0,1,0
2022,HAUTS-DE-FRANCE,LILLE,PAS-DE-CALAIS,BAPAUME,0622104A,COLLEGE PRIVE,SAINT JEAN-BAPTISTE,PRIVE,360,1,0,0
2022,HAUTS-DE-FRANCE,LILLE,PAS-DE-CALAIS,BARLIN,0622268D,COLLEGE,JEAN MOULIN,PUBLIC,552,0,1,0
2022,HAUTS-DE-FRANCE,LILLE,PAS-DE-CALAIS,BEAURAINVILLE,0622435K,COLLEGE,BELREM,PUBLIC,434,0,1,0
2022,HAUTS-DE-FRANCE,LILLE,PAS-DE-CALAIS,BERCK,0620036C,COLLEGE,JEAN MOULIN,PUBLIC,707,0,1,0
2022,HAUTS-DE-FRANCE,LILLE,PAS-DE-CALAIS,BETHUNE,0622425Z,COLLEGE,PAUL VERLAINE,PUBLIC,597,0,1,1
2022,HAUTS-DE-FRANCE,LILLE,PAS-DE-CALAIS,BETHUNE,0623569T,COLLEGE PRIVE,SAINT VAAST-SAINT DOMINIQUE,PRIVE,661,1,0,0
2022,HAUTS-DE-FRANCE,LILLE,PAS-DE-CALAIS,BIACHE-SAINT-VAAST,0620047P,COLLEGE,GERMINAL,PUBLIC,610,0,1,0
2022,HAUTS-DE-FRANCE,LILLE,PAS-DE-CALAIS,BOULOGNE-SUR-MER,0620051U,COLLEGE,ANGELLIER,PUBLIC,425,0,1,1
2022,HAUTS-DE-FRANCE,LILLE,PAS-DE-CALAIS,BOULOGNE-SUR-MER,0620055Y,COLLEGE,PAUL LANGEVIN,PUBLIC,326,0,1,1
2022,HAUTS-DE-FRANCE,LILLE,PAS-DE-CALAIS,BOURLON,0622132F,COLLEGE PRIVE,SAINT JOSEPH,PRIVE,223,1,0,0
2022,HAUTS-DE-FRANCE,LILLE,PAS-DE-CALAIS,BRUAY-LA-BUISSIERE,0622428C,COLLEGE,EDMOND ROSTAND,PUBLIC,506,0,1,0
2022,HAUTS-DE-FRANCE,LILLE,PAS-DE-CALAIS,BULLY-LES-MINES,0620197C,COLLEGE,ANITA CONTI,PUBLIC,657,0,1,0
2022,HAUTS-DE-FRANCE,LILLE,PAS-DE-CALAIS,CALAIS,0623570U,COLLEGE PRIVE,SAINT PIERRE,PRIVE,543,1,0,0
2022,HAUTS-DE-FRANCE,LILLE,PAS-DE-CALAIS,COURRIERES,0622264Z,COLLEGE,CLAUDE DEBUSSY,PUBLIC,513,0,1,0
2022,HAUTS-DE-FRANCE,LILLE,PAS-DE-CALAIS,DAINVILLE,0620014D,COLLEGE,DENIS DIDEROT,PUBLIC,682,0,1,0
2022,HAUTS-DE-FRANCE,LILLE,PAS-DE-CALAIS,DOURGES,0623322Z,COLLEGE,ANNE FRANK,PUBLIC,573,0,1,0
2022,HAUTS-DE-FRANCE,LILLE,PAS-DE-CALAIS,ETAPLES,0622572J,COLLEGE,JEAN JAURES,PUBLIC,541,0,1,1
2022,HAUTS-DE-FRANCE,LILLE,PAS-DE-CALAIS,HENIN-BEAUMONT,0622581U,COLLEGE,GERARD PHILIPE,PUBLIC,433,0,1,0
2022,HAUTS-DE-FRANCE,LILLE,PAS-DE-CALAIS,HOUDAIN,0622871J,COLLEGE,JACQUES PREVERT,PUBLIC,590,0,1,0
2022,HAUTS-DE-FRANCE,LILLE,PAS-DE-CALAIS,LEFOREST,0622085E,COLLEGE,PAUL DUEZ,PUBLIC,602,0,1,0
2022,HAUTS-DE-FRANCE,LILLE,PAS-DE-CALAIS,LIEVIN,0620119T,COLLEGE,PIERRE ET MARIE CURIE,PUBLIC,657,0,1,1
2022,HAUTS-DE-FRANCE,LILLE,PAS-DE-CALAIS,LILLERS,0622799F,COLLEGE,LEO LAGRANGE,PUBLIC,474,0,1,1
2022,HAUTS-DE-FRANCE,LILLE,PAS-DE-CALAIS,LONGUENESSE,0622575M,COLLEGE,BLAISE PASCAL,PUBLIC,440,0,1,0
2022,HAUTS-DE-FRANCE,LILLE,PAS-DE-CALAIS,MARQUION,0620130E,COLLEGE,DES MARCHES DE L'ARTOIS,PUBLIC,605,0,1,0
2022,HAUTS-DE-FRANCE,LILLE,PAS-DE-CALAIS,NOEUX-LES-MINES,0622269E,COLLEGE,ANATOLE FRANCE,PUBLIC,629,0,1,1
2022,HAUTS-DE-FRANCE,LILLE,PAS-DE-CALAIS,OIGNIES,0623018U,COLLEGE,LOUIS PASTEUR,PUBLIC,428,0,1,1
2022,HAUTS-DE-FRANCE,LILLE,PAS-DE-CALAIS,SAINT-ETIENNE-AU-MONT,0623115Z,COLLEGE,PAUL ELUARD,PUBLIC,523,0,1,0
2022,HAUTS-DE-FRANCE,LILLE,PAS-DE-CALAIS,SAINT-MARTIN-BOULOGNE,0622434J,COLLEGE,ROGER SALENGRO,PUBLIC,459,0,1,1
2022,HAUTS-DE-FRANCE,LILLE,PAS-DE-CALAIS,SAINT-OMER,0623574Y,COLLEGE PRIVE,NOTRE-DAME DE SION,PRIVE,290,1,0,0
2022,HAUTS-DE-FRANCE,LILLE,PAS-DE-CALAIS,SAINT-POL-SUR-TERNOISE,0620167V,LYCEE PROFESSIONNEL,PIERRE MENDES-FRANCE,PUBLIC,24,0,1,0
2022,HAUTS-DE-FRANCE,LILLE,PAS-DE-CALAIS,SALLAUMINES,0620170Y,COLLEGE,PAUL LANGEVIN,PUBLIC,392,0,1,1
2022,HAUTS-DE-FRANCE,LILLE,PAS-DE-CALAIS,VENDIN-LE-VIEIL,0622792Y,COLLEGE,BRACKE DESROUSSEAUX,PUBLIC,595,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,BAILLY-ROMAINVILLIERS,0772548B,COLLEGE,LES BLES D'OR,PUBLIC,468,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,BRIE-COMTE-ROBERT,0771225N,COLLEGE PRIVE,SAINTE COLOMBE,PRIVE,210,1,0,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,BROU-SUR-CHANTEREINE,0770005M,COLLEGE,JEAN JAURES,PUBLIC,290,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,CHAMPS-SUR-MARNE,0772090D,COLLEGE,JEAN WIENER,PUBLIC,397,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,CHELLES,0772923J,COLLEGE,SIMONE VEIL,PUBLIC,144,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,CLAYE-SOUILLY,0770014X,COLLEGE,PARC DES TOURELLES,PUBLIC,529,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,CLAYE-SOUILLY,0771911J,COLLEGE,LES TILLEULS,PUBLIC,568,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,CLAYE-SOUILLY,0771995A,LP LYCEE DES METIERS,LE CHAMP DE CLAYE,PUBLIC,22,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,COMBS-LA-VILLE,0771997C,LP LYCEE DES METIERS,JACQUES PREVERT,PUBLIC,24,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,CONGIS-SUR-THEROUANNE,0771658J,LPO LYCEE DES METIERS,DU GUE A TRESMES,PUBLIC,22,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,COULOMMIERS,0771760V,COLLEGE,MADAME DE LA FAYETTE,PUBLIC,508,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,DAMMARIE-LES-LYS,0771027Y,LPO LYCEE DES METIERS,FREDERIC JOLIOT CURIE,PUBLIC,25,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,DAMMARIE-LES-LYS,0771476L,COLLEGE,GEORGES POLITZER,PUBLIC,590,0,1,1
2022,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,DAMMARTIN-EN-GOELE,0772190M,COLLEGE,DE L'EUROPE,PUBLIC,750,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,DONNEMARIE-DONTILLY,0770020D,COLLEGE,DU MONTOIS,PUBLIC,463,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,FONTAINEBLEAU,0770928R,COLLEGE,INTERNATIONAL,PUBLIC,881,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,FONTENAY-TRESIGNY,0772227C,COLLEGE,STEPHANE MALLARME,PUBLIC,483,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,LAGNY-SUR-MARNE,0770027L,COLLEGE,MARCEL RIVIERE,PUBLIC,581,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,LIZY-SUR-OURCQ,0771362M,COLLEGE,CAMILLE SAINT SAENS,PUBLIC,439,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,MEAUX,0771172F,COLLEGE,ALBERT CAMUS,PUBLIC,523,0,1,1
2022,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,MEAUX,0771921V,COLLEGE PRIVE,SAINTE MARIE,PRIVE,1342,1,0,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,MELUN,0770033T,COLLEGE,LES CAPUCINS,PUBLIC,427,0,1,1
2022,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,MOISSY-CRAMAYEL,0771618R,COLLEGE,LES MAILLETTES,PUBLIC,570,0,1,1
2022,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,MONTEVRAIN,0772819W,COLLEGE,LUCIE AUBRAC,PUBLIC,625,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,NANDY,0772126T,COLLEGE,ROBERT BURON,PUBLIC,473,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,NOISIEL,0771841H,COLLEGE,LE LUZARD,PUBLIC,456,0,1,1
2022,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,OZOIR-LA-FERRIERE,0771217E,COLLEGE PRIVE,CAMPUS SAINTE THERESE,PRIVE,959,1,0,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,PONTAULT-COMBAULT,0771175J,COLLEGE,CONDORCET,PUBLIC,847,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,REBAIS,0771770F,COLLEGE,JACQUES PREVERT,PUBLIC,456,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,ROZAY-EN-BRIE,0771514C,COLLEGE,DES REMPARTS,PUBLIC,655,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,SAINT-PIERRE-LES-NEMOURS,0771218F,COLLEGE PRIVE,STE MARIE - LA ROCHE AUX COQS,PRIVE,405,1,0,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,SOUPPES-SUR-LOING,0770048J,COLLEGE,EMILE CHEVALLIER,PUBLIC,282,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,TORCY,0771991W,COLLEGE,LOUIS ARAGON,PUBLIC,442,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,TOURNAN-EN-BRIE,0772342C,LYCEE POLYVALENT,CLEMENT ADER,PUBLIC,24,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,VARENNES-SUR-SEINE,0770945J,LP LYCEE DES METIERS,GUSTAVE EIFFEL,PUBLIC,24,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,VERT-SAINT-DENIS,0771365R,COLLEGE,JEAN VILAR,PUBLIC,890,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,VILLENEUVE-LE-COMTE,0772650M,COLLEGE PRIVE,PERE JACQUES,PRIVE,50,1,0,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,VILLEPARISIS,0772868Z,COLLEGE,MARTHE SIMARD,PUBLIC,470,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,AUBERVILLIERS,0931024H,LYCEE PROFESSIONNEL,JEAN-PIERRE TIMBAUD,PUBLIC,13,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,AUBERVILLIERS,0931185H,COLLEGE,GABRIEL PERI,PUBLIC,670,0,1,1
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,AUBERVILLIERS,0931709C,COLLEGE,HENRI WALLON,PUBLIC,410,0,1,1
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,AUBERVILLIERS,0932694Y,COLLEGE,GISELE HALIMI,PUBLIC,471,0,1,1
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,AUBERVILLIERS,0932726H,COLLEGE,MIRIAM MAKEBA,PUBLIC,434,0,1,1
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,AULNAY-SOUS-BOIS,0930859D,COLLEGE,GERARD PHILIPE,PUBLIC,861,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,AULNAY-SOUS-BOIS,0930891N,COLLEGE,VICTOR HUGO,PUBLIC,564,0,1,1
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,AULNAY-SOUS-BOIS,0931843Y,COLLEGE PRIVE,ESPERANCE,PRIVE,808,1,0,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,AULNAY-SOUS-BOIS,0932578X,COLLEGE,SIMONE VEIL,PUBLIC,635,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,BOBIGNY,0931196V,COLLEGE,PIERRE SEMARD,PUBLIC,563,0,1,1
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,BONDY,0930906E,COLLEGE PRIVE,ASSOMPTION,PRIVE,471,1,0,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,DRANCY,0931200Z,COLLEGE,PIERRE SEMARD,PUBLIC,685,0,1,1
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,DUGNY,0931573E,LYCEE PROFESSIONNEL PRIVE,ROBERT SCHUMAN,PRIVE,27,1,0,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,EPINAY-SUR-SEINE,0930893R,COLLEGE,ROGER MARTIN DU GARD,PUBLIC,836,0,1,1
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,LA COURNEUVE,0931429Y,COLLEGE,JEAN VILAR,PUBLIC,673,0,1,1
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,LE BLANC-MESNIL,0930611J,COLLEGE,NELSON MANDELA,PUBLIC,537,0,1,1
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,LE BLANC-MESNIL,0930831Y,LP LYCEE DES METIERS,ARISTIDE BRIAND,PUBLIC,15,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,LE BLANC-MESNIL,0930884F,COLLEGE,AIME ET EUGENIE COTTON,PUBLIC,747,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,L'ILE-SAINT-DENIS,0931765N,COLLEGE,ALFRED SISLEY,PUBLIC,336,0,1,1
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,LIVRY-GARGAN,0930620U,COLLEGE,LEON JOUHAUX,PUBLIC,755,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,MONTFERMEIL,0931707A,COLLEGE,PABLO PICASSO,PUBLIC,686,0,1,1
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,MONTREUIL,0931151W,COLLEGE,JEAN MOULIN,PUBLIC,547,0,1,1
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,MONTREUIL,0931448U,COLLEGE,PAUL ELUARD,PUBLIC,571,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,MONTREUIL,0931712F,COLLEGE,JEAN JAURES,PUBLIC,453,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,MONTREUIL,0932696A,COLLEGE,SOLVEIG ANSPACH,PUBLIC,434,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,NEUILLY-SUR-MARNE,0931485J,COLLEGE,GEORGES BRAQUE,PUBLIC,645,0,1,1
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,NOISY-LE-GRAND,0931214P,COLLEGE,CLOS SAINT VINCENT,PUBLIC,731,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,NOISY-LE-SEC,0932725G,COLLEGE,FRANCOISE HERITIER,PUBLIC,634,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,ROMAINVILLE,0931381W,COLLEGE,GUSTAVE COURBET,PUBLIC,770,0,1,1
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,ROSNY-SOUS-BOIS,0930586G,COLLEGE,ALBERT CAMUS,PUBLIC,569,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,SAINT-DENIS,0931490P,COLLEGE,LA COURTILLE,PUBLIC,421,0,1,1
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,SAINT-OUEN,0931144N,COLLEGE,MICHELET,PUBLIC,369,0,1,1
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,SEVRAN,0930897V,COLLEGE,PAUL PAINLEVE,PUBLIC,624,0,1,1
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,STAINS,0930920V,COLLEGE PRIVE,SAINTE MARIE,PRIVE,496,1,0,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,STAINS,0931147S,COLLEGE,BARBARA,PUBLIC,536,0,1,1
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,TREMBLAY-EN-FRANCE,0931497X,COLLEGE,RENE DESCARTES,PUBLIC,650,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,VILLEMOMBLE,0930043S,COLLEGE,JEAN DE BEAUMONT,PUBLIC,540,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,VILLEMOMBLE,0931846B,COLLEGE PRIVE,SAINT LOUIS,PRIVE,931,1,0,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,VILLEPINTE,0932260B,LPO LYCEE DES METIERS,GEORGES BRASSENS,PUBLIC,33,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,VILLETANEUSE,0931206F,COLLEGE,JEAN VILAR,PUBLIC,546,0,1,1
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,ABLON-SUR-SEINE,0941709X,COLLEGE PRIVE,SACRE COEUR,PRIVE,426,1,0,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,ALFORTVILLE,0941020Y,COLLEGE,HENRI BARBUSSE,PUBLIC,460,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,BRY-SUR-MARNE,0940887D,COLLEGE PRIVE,SAINT THOMAS DE VILLENEUVE,PRIVE,466,1,0,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,BRY-SUR-MARNE,0941014S,COLLEGE,HENRI CAHN,PUBLIC,713,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,CACHAN,0940806R,COLLEGE PRIVE,SAINT JOSEPH,PRIVE,331,1,0,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,CHAMPIGNY-SUR-MARNE,0940786U,COLLEGE,LUCIE AUBRAC,PUBLIC,529,0,1,1
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,CHOISY-LE-ROI,0941040V,COLLEGE,EMILE ZOLA,PUBLIC,454,0,1,1
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,FONTENAY-SOUS-BOIS,0941298A,LYCEE PROFESSIONNEL,MICHELET,PUBLIC,19,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,FRESNES,0940094S,COLLEGE,FRANCINE FROMOND,PUBLIC,346,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,FRESNES,0940582X,COLLEGE,JEAN CHARCOT,PUBLIC,416,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,IVRY-SUR-SEINE,0941972H,LPO LYCEE DES METIERS,FERNAND LEGER,PUBLIC,34,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,L'HAY-LES-ROSES,0940551N,COLLEGE,EUGENE CHEVREUL,PUBLIC,623,0,1,1
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,MAISONS-ALFORT,0941023B,COLLEGE,CONDORCET,PUBLIC,273,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,MAISONS-ALFORT,0941712A,COLLEGE PRIVE,SAINTE THERESE,PRIVE,705,1,0,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,NOGENT-SUR-MARNE,0940137N,LP LYCEE DES METIERS,LA SOURCE,PUBLIC,4,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,NOGENT-SUR-MARNE,0940810V,COLLEGE PRIVE,SAINT ANDRE,PRIVE,326,1,0,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,NOGENT-SUR-MARNE,0941091A,COLLEGE,WATTEAU,PUBLIC,544,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,NOGENT-SUR-MARNE,0941713B,COLLEGE PRIVE,MONTALEMBERT,PRIVE,612,1,0,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,SAINT-MAUR-DES-FOSSES,0941093C,COLLEGE,CAMILLE PISSARRO,PUBLIC,809,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,SAINT-MAUR-DES-FOSSES,0941220R,COLLEGE,FRANCOIS RABELAIS,PUBLIC,769,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,SANTENY,0941782B,COLLEGE,GEORGES BRASSENS,PUBLIC,483,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,THIAIS,0940853S,LYCEE PROFESSIONNEL PRIVE,POULLART DES PLACES,PRIVE,15,1,0,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,THIAIS,0941233E,COLLEGE,ALBERT CAMUS,PUBLIC,453,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,VALENTON,0942482M,COLLEGE,SAMUEL PATY,PUBLIC,539,0,1,1
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,VILLEJUIF,0941037S,COLLEGE,LOUIS PASTEUR,PUBLIC,535,0,1,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,VINCENNES,0941598B,COLLEGE,HECTOR BERLIOZ,PUBLIC,467,0,1,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750584C,COLLEGE,VALMY,PUBLIC,365,0,1,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750609E,COLLEGE,PAUL VERLAINE,PUBLIC,518,0,1,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0752189X,COLLEGE,GUY FLAVIEN,PUBLIC,444,0,1,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0752542F,COLLEGE,JEAN-FRANCOIS OEBEN,PUBLIC,425,0,1,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0753936W,COLLEGE,GERMAINE TILLION,PUBLIC,434,0,1,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750553U,LYCEE PROFESSIONNEL,GASTON BACHELARD,PUBLIC,20,0,1,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0752694W,COLLEGE,CAMILLE CLAUDEL,PUBLIC,387,0,1,1
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0752906B,COLLEGE PRIVE,YABNE,PRIVE,631,1,0,0
