Rentree_Scolaire,Region,Academie,Departement,Commune,Numero_Du_College,Denomination_Principale,Patronyme,Secteur,Nombre_D_Eleves_Total,PRIVE,PUBLIC,priporitaire
2022,BRETAGNE,RENNES,FINISTERE,PLOUESCAT,0290056D,COLLEGE,DE LA BAIE DU KERNIC - LOUIS E,PUBLIC,190,0,1,0
2022,BRETAGNE,RENNES,FINISTERE,PLOUGASNOU,0290057E,COLLEGE,FRANCOIS CHARLES,PUBLIC,106,0,1,0
2022,BRETAGNE,RENNES,FINISTERE,PLOZEVET,0290331C,COLLEGE,HENRI LE MOAL,PUBLIC,221,0,1,0
2022,BRETAGNE,RENNES,FINISTERE,PONT-AVEN,0290060H,COLLEGE,PENANROZ,PUBLIC,223,0,1,0
2022,BRETAGNE,RENNES,FINISTERE,PONT-CROIX,0290302W,COLLEGE PRIVE,LAMENNAIS-CAP SIZUN,PRIVE,173,1,0,0
2022,BRETAGNE,RENNES,FINISTERE,QUIMPER,0291879K,COLLEGE PRIVE,ST JEAN-BAPTISTE,PRIVE,275,1,0,0
2022,BRETAGNE,RENNES,FINISTERE,QUIMPER,0292144Y,LYCEE PROF PRIVE DES METIERS,LE LIKES - LA SALLE,PRIVE,23,1,0,0
2022,BRETAGNE,RENNES,FINISTERE,ROSPORDEN,0291634U,COLLEGE,GERMAIN PENSIVY,PUBLIC,510,0,1,0
2022,BRETAGNE,RENNES,FINISTERE,SAINT-POL-DE-LEON,0290333E,COLLEGE,JACQUES PREVERT,PUBLIC,389,0,1,0
2022,BRETAGNE,RENNES,FINISTERE,SAINT-POL-DE-LEON,0291883P,COLLEGE PRIVE,STE URSULE,PRIVE,625,1,0,0
2022,BRETAGNE,RENNES,FINISTERE,SCAER,0290088N,COLLEGE,LEO FERRE,PUBLIC,277,0,1,0
2022,BRETAGNE,RENNES,FINISTERE,SIZUN,0290089P,COLLEGE,VAL D'ELORN,PUBLIC,281,0,1,0
2022,BRETAGNE,RENNES,ILLE-ET-VILAINE,BETTON,0352260S,COLLEGE,FRANCOIS TRUFFAUT,PUBLIC,560,0,1,0
2022,BRETAGNE,RENNES,ILLE-ET-VILAINE,CESSON-SEVIGNE,0352972R,COLLEGE PRIVE,SAINT-MICHEL CESSON-SEVIGNE,PRIVE,62,1,0,0
2022,BRETAGNE,RENNES,ILLE-ET-VILAINE,CHARTRES-DE-BRETAGNE,0351852Y,COLLEGE,DE FONTENAY,PUBLIC,594,0,1,0
2022,BRETAGNE,RENNES,ILLE-ET-VILAINE,DOL-DE-BRETAGNE,0350009V,LYCEE PROFESSIONNEL,ALPHONSE PELLE,PUBLIC,14,0,1,0
2022,BRETAGNE,RENNES,ILLE-ET-VILAINE,DOL-DE-BRETAGNE,0350767U,COLLEGE PRIVE,ST MAGLOIRE,PRIVE,675,1,0,0
2022,BRETAGNE,RENNES,ILLE-ET-VILAINE,GUIGNEN,0350864Z,COLLEGE PRIVE,ST JOSEPH,PRIVE,405,1,0,0
2022,BRETAGNE,RENNES,ILLE-ET-VILAINE,JANZE,0351053E,COLLEGE,JEAN MONNET,PUBLIC,642,0,1,0
2022,BRETAGNE,RENNES,ILLE-ET-VILAINE,LAILLE,0352959B,COLLEGE,MARIE CURIE,PUBLIC,457,0,1,0
2022,BRETAGNE,RENNES,ILLE-ET-VILAINE,LA MEZIERE,0352760K,COLLEGE,GERMAINE TILLION,PUBLIC,600,0,1,0
2022,BRETAGNE,RENNES,ILLE-ET-VILAINE,LE RHEU,0351847T,COLLEGE,GEORGES BRASSENS,PUBLIC,754,0,1,0
2022,BRETAGNE,RENNES,ILLE-ET-VILAINE,LIFFRE,0350867C,COLLEGE PRIVE,ST MICHEL,PRIVE,641,1,0,0
2022,BRETAGNE,RENNES,ILLE-ET-VILAINE,ORGERES,0352691K,COLLEGE,ANDREE RECIPON,PUBLIC,516,0,1,0
2022,BRETAGNE,RENNES,ILLE-ET-VILAINE,REDON,0350775C,COLLEGE PRIVE,LE CLEU ST JOSEPH,PRIVE,786,1,0,0
2022,BRETAGNE,RENNES,ILLE-ET-VILAINE,REDON,0350790U,LYCEE PROFESSIONNEL PRIVE,NOTRE DAME,PRIVE,24,1,0,0
2022,BRETAGNE,RENNES,ILLE-ET-VILAINE,RENNES,0350027P,COLLEGE,LES GAYEULLES,PUBLIC,596,0,1,0
2022,BRETAGNE,RENNES,ILLE-ET-VILAINE,RENNES,0350734H,COLLEGE,LES CHALAIS,PUBLIC,429,0,1,1
2022,BRETAGNE,RENNES,ILLE-ET-VILAINE,RENNES,0350836U,COLLEGE PRIVE,ST MARTIN QUARTIER STE GENEVIE,PRIVE,394,1,0,0
2022,BRETAGNE,RENNES,ILLE-ET-VILAINE,RENNES,0350963G,COLLEGE,DES HAUTES OURMES,PUBLIC,680,0,1,1
2022,BRETAGNE,RENNES,ILLE-ET-VILAINE,RENNES,0351638R,COLLEGE,ANNE DE BRETAGNE,PUBLIC,816,0,1,0
2022,BRETAGNE,RENNES,ILLE-ET-VILAINE,RENNES,0352069J,COLLEGE PRIVE,ST VINCENT-PROVIDENCE,PRIVE,793,1,0,0
2022,BRETAGNE,RENNES,ILLE-ET-VILAINE,ROMILLE,0350057X,COLLEGE,JACQUES PREVERT,PUBLIC,531,0,1,0
2022,BRETAGNE,RENNES,ILLE-ET-VILAINE,SAINT-AUBIN-D'AUBIGNE,0350881T,COLLEGE PRIVE,ST MICHEL,PRIVE,534,1,0,0
2022,BRETAGNE,RENNES,ILLE-ET-VILAINE,SAINT-AUBIN-D'AUBIGNE,0351849V,COLLEGE,AMAND BRIONNE,PUBLIC,615,0,1,0
2022,BRETAGNE,RENNES,ILLE-ET-VILAINE,SAINT-AUBIN-DU-CORMIER,0350039C,COLLEGE,PIERRE DE DREUX,PUBLIC,488,0,1,0
2022,BRETAGNE,RENNES,ILLE-ET-VILAINE,SAINT-GEORGES-DE-REINTEMBAULT,0350885X,COLLEGE PRIVE,JULIEN MAUNOIR,PRIVE,155,1,0,0
2022,BRETAGNE,RENNES,ILLE-ET-VILAINE,SAINT-JACQUES-DE-LA-LANDE,0352589Z,COLLEGE,JEAN MOULIN,PUBLIC,413,0,1,0
2022,BRETAGNE,RENNES,ILLE-ET-VILAINE,SAINT-MALO,0350044H,COLLEGE,CHATEAUBRIAND,PUBLIC,295,0,1,0
2022,BRETAGNE,RENNES,ILLE-ET-VILAINE,SAINT-MALO,0350916F,COLLEGE,DUGUAY-TROUIN,PUBLIC,583,0,1,0
2022,BRETAGNE,RENNES,ILLE-ET-VILAINE,VAL-COUESNON,0350848G,COLLEGE PRIVE,ST ANDRE,PRIVE,174,1,0,0
2022,BRETAGNE,RENNES,ILLE-ET-VILAINE,VITRE,0351909K,COLLEGE,GERARD DE NERVAL,PUBLIC,652,0,1,0
2022,BRETAGNE,RENNES,MORBIHAN,ARRADON,0561598H,COLLEGE,GILLES GAHINET,PUBLIC,615,0,1,0
2022,BRETAGNE,RENNES,MORBIHAN,AURAY,0560002Y,COLLEGE,LE VERGER,PUBLIC,483,0,1,0
2022,BRETAGNE,RENNES,MORBIHAN,CARNAC,0560006C,COLLEGE,LES KORRIGANS,PUBLIC,403,0,1,0
2022,BRETAGNE,RENNES,MORBIHAN,CARNAC,0560127J,COLLEGE PRIVE,ST MICHEL,PRIVE,295,1,0,0
2022,BRETAGNE,RENNES,MORBIHAN,ELVEN,0560129L,COLLEGE PRIVE,STE MARIE,PRIVE,521,1,0,0
2022,BRETAGNE,RENNES,MORBIHAN,GUEMENE-SUR-SCORFF,0560133R,COLLEGE PRIVE,STE ANNE,PRIVE,122,1,0,0
2022,BRETAGNE,RENNES,MORBIHAN,JOSSELIN,0560019S,LYCEE PROFESSIONNEL,AMPERE,PUBLIC,19,0,1,0
2022,BRETAGNE,RENNES,MORBIHAN,LANESTER,0560022V,COLLEGE,HENRI WALLON,PUBLIC,384,0,1,0
2022,BRETAGNE,RENNES,MORBIHAN,LA TRINITE-PORHOET,0560174K,COLLEGE PRIVE,STE ANNE,PRIVE,164,1,0,0
2022,BRETAGNE,RENNES,MORBIHAN,LE FAOUET,0560010G,COLLEGE,JEAN CORENTIN CARRE,PUBLIC,208,0,1,0
2022,BRETAGNE,RENNES,MORBIHAN,LOCMINE,0560024X,COLLEGE,JEAN MOULIN,PUBLIC,299,0,1,0
2022,BRETAGNE,RENNES,MORBIHAN,LORIENT,0561330S,COLLEGE,ANITA CONTI,PUBLIC,356,0,1,0
2022,BRETAGNE,RENNES,MORBIHAN,PLOUAY,0561403W,COLLEGE PRIVE,ST OUEN LASALLE,PRIVE,274,1,0,0
2022,BRETAGNE,RENNES,MORBIHAN,PLUNERET,0561616C,COLLEGE,KERFONTAINE,PUBLIC,448,0,1,0
2022,BRETAGNE,RENNES,MORBIHAN,QUIBERON,0560168D,COLLEGE PRIVE,STE ANNE,PRIVE,63,1,0,0
2022,BRETAGNE,RENNES,MORBIHAN,SARZEAU,0560048Y,COLLEGE,DE RHUYS,PUBLIC,418,0,1,0
2022,BRETAGNE,RENNES,MORBIHAN,VANNES,0560053D,LYCEE PROFESSIONNEL,JEAN GUEHENNO,PUBLIC,46,0,1,0
2022,BRETAGNE,RENNES,MORBIHAN,VANNES,0560115W,COLLEGE PRIVE,NOTRE DAME LE MENIMUR,PRIVE,455,1,0,0
2022,BRETAGNE,RENNES,MORBIHAN,VANNES,0561792U,COLLEGE PRIVE,DIWAN,PRIVE,162,1,0,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,CHER,BOURGES,0180777X,COLLEGE,JEAN RENOIR,PUBLIC,610,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,CHER,DUN-SUR-AURON,0180736C,COLLEGE,LE COLOMBIER,PUBLIC,389,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,CHER,SAINT-AMAND-MONTROND,0180025E,LP LYCEE DES METIERS,JEAN GUEHENNO,PUBLIC,24,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,CHER,SAINT-AMAND-MONTROND,0180026F,LYCEE PROFESSIONNEL,JEAN MOULIN,PUBLIC,16,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,CHER,SANCERGUES,0180745M,COLLEGE,ROGER MARTIN DU GARD,PUBLIC,246,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,EURE-ET-LOIR,CHARTRES,0280756V,COLLEGE,JEAN MOULIN,PUBLIC,357,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,EURE-ET-LOIR,CHATEAUDUN,0280700J,LP LYCEE DES METIERS,JEAN-FELIX PAULSEN,PUBLIC,24,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,EURE-ET-LOIR,CLOYES-LES-TROIS-RIVIERES,0280867R,COLLEGE,FRANCOIS RABELAIS,PUBLIC,371,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,EURE-ET-LOIR,COURVILLE-SUR-EURE,0280018T,COLLEGE,LOUIS PERGAUD,PUBLIC,660,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,EURE-ET-LOIR,DREUX,0280658N,COLLEGE,ALBERT CAMUS,PUBLIC,463,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,EURE-ET-LOIR,DREUX,0280925D,LP LYCEE DES METIERS,GILBERT COURTOIS,PUBLIC,23,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,EURE-ET-LOIR,GALLARDON,0280701K,COLLEGE,VAL DE VOISE,PUBLIC,498,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,EURE-ET-LOIR,LUCE,0280009H,LYCEE PROFESSIONNEL,PHILIBERT DE L ORME,PUBLIC,28,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,EURE-ET-LOIR,MAINVILLIERS,0280659P,ETAB.REGIONAL ENSEIGNT ADAPTE,FRANCOIS TRUFFAUT,PUBLIC,56,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,EURE-ET-LOIR,MIGNIERES,0280664V,COLLEGE PRIVE,SAINT-JACQUES DE COMPOSTELLE,PRIVE,297,1,0,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,EURE-ET-LOIR,NOGENT-LE-ROTROU,0280669A,COLLEGE PRIVE,DELFEUILLE,PRIVE,175,1,0,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,EURE-ET-LOIR,TOURY,0280884J,COLLEGE,LOUIS BLERIOT,PUBLIC,402,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,INDRE,BUZANCAIS,0360498W,COLLEGE,LES SABLONS,PUBLIC,477,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,INDRE,CHATEAUROUX,0360543V,COLLEGE,COLBERT,PUBLIC,354,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,INDRE,LA CHATRE,0360720M,COLLEGE,GEORGE SAND,PUBLIC,432,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,INDRE,VATAN,0360040Y,COLLEGE,FERDINAND DE LESSEPS,PUBLIC,253,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,INDRE-ET-LOIRE,AMBOISE,0371123V,LYCEE PROFESSIONNEL,JEAN CHAPTAL,PUBLIC,24,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,INDRE-ET-LOIRE,BLERE,0371124W,COLLEGE,LE REFLESSOIR,PUBLIC,541,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,INDRE-ET-LOIRE,CHATEAU-RENAULT,0370007G,COLLEGE,ANDRE BAUCHANT,PUBLIC,721,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,INDRE-ET-LOIRE,CHINON,0371159J,COLLEGE,JEAN ZAY,PUBLIC,581,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,INDRE-ET-LOIRE,CORMERY,0370010K,COLLEGE,ALCUIN,PUBLIC,495,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,INDRE-ET-LOIRE,ESVRES,0371204H,COLLEGE,GEORGES BRASSENS,PUBLIC,490,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,INDRE-ET-LOIRE,JOUE-LES-TOURS,0371098T,COLLEGE,BEAULIEU,PUBLIC,429,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,INDRE-ET-LOIRE,JOUE-LES-TOURS,0371316E,COLLEGE,VALLEE VIOLETTE,PUBLIC,307,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,INDRE-ET-LOIRE,LOCHES,0370768J,COLLEGE,GEORGES BESSE,PUBLIC,788,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,INDRE-ET-LOIRE,LUYNES,0371378X,COLLEGE,LUCIE ET RAYMOND AUBRAC,PUBLIC,408,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,INDRE-ET-LOIRE,MONTRESOR,0370051E,COLLEGE DE MONTRESOR,JEAN LEVEQUE,PUBLIC,191,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,INDRE-ET-LOIRE,PREUILLY-SUR-CLAISE,0370738B,COLLEGE PRIVE,NOTRE DAME,PRIVE,68,1,0,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,INDRE-ET-LOIRE,TOURS,0370041U,COLLEGE,MICHELET,PUBLIC,408,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,INDRE-ET-LOIRE,TOURS,0370053G,LP LYCEE DES METIERS,GUSTAVE EIFFEL,PUBLIC,24,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,INDRE-ET-LOIRE,TOURS,0370743G,COLLEGE PRIVE,SAINTE JEANNE D ARC,PRIVE,297,1,0,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,INDRE-ET-LOIRE,VOUVRAY,0371189S,COLLEGE,GASTON HUET,PUBLIC,615,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIRET,CHATEAU-RENARD,0451107J,COLLEGE,DE LA VALLEE DE L OUANNE,PUBLIC,419,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIRET,CHECY,0451365P,COLLEGE,PIERRE MENDES FRANCE,PUBLIC,712,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIRET,CLERY-SAINT-ANDRE,0451434P,COLLEGE,JACQUES DE TRISTAN,PUBLIC,434,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIRET,FLEURY-LES-AUBRAIS,0450784H,COLLEGE,CONDORCET,PUBLIC,781,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIRET,GIEN,0451037H,LYCEE PROFESSIONNEL,MARGUERITE AUDOUX,PUBLIC,24,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIRET,ORLEANS,0450109Z,COLLEGE PRIVE,ASSOMPTION ST MARC-ST AIGNAN,PRIVE,469,1,0,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIRET,PITHIVIERS,0451332D,COLLEGE PRIVE,ECBG,PRIVE,213,1,0,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIR-ET-CHER,BLOIS,0410693F,LYC POLYVAL PRIVE DES METIERS,LA PROVIDENCE,PRIVE,62,1,0,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIR-ET-CHER,BLOIS,0410790L,COLLEGE,LES PROVINCES,PUBLIC,733,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIR-ET-CHER,BLOIS,0410860M,COLLEGE,AUGUSTIN THIERRY,PUBLIC,667,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIR-ET-CHER,BLOIS,0410952M,COLLEGE,FRANCOIS RABELAIS,PUBLIC,359,0,1,1
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIR-ET-CHER,BRACIEUX,0410005H,COLLEGE,HUBERT FILLAY,PUBLIC,424,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIR-ET-CHER,LE CONTROIS-EN-SOLOGNE,0410595Z,COLLEGE,SAINT EXUPERY,PUBLIC,661,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIR-ET-CHER,MONDOUBLEAU,0410596A,COLLEGE,ALPHONSE KARR,PUBLIC,295,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIR-ET-CHER,ROMORANTIN-LANTHENAY,0410036S,LYCEE PROFESSIONNEL,DENIS PAPIN,PUBLIC,28,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIR-ET-CHER,ROMORANTIN-LANTHENAY,0410793P,COLLEGE,LEONARD DE VINCI,PUBLIC,410,0,1,1
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIR-ET-CHER,SAMBIN,0410677N,COLLEGE PRIVE,LE PRIEURE,PRIVE,508,1,0,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIR-ET-CHER,SELLES-SUR-CHER,0410651K,COLLEGE,LES PRESSIGNY,PUBLIC,382,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIR-ET-CHER,VENDOME,0410031L,LP LYCEE DES METIERS,ANDRE AMPERE,PUBLIC,27,0,1,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIR-ET-CHER,VINEUIL,0410773T,COLLEGE PRIVE,NOTRE DAME,PRIVE,173,1,0,0
2022,CORSE,CORSE,CORSE-DU-SUD,AJACCIO,6200010S,COLLEGE,FESCH,PUBLIC,545,0,1,0
2022,CORSE,CORSE,CORSE-DU-SUD,BONIFACIO,6200015X,COLLEGE,DE BONIFACIO,PUBLIC,272,0,1,0
2022,CORSE,CORSE,CORSE-DU-SUD,SARROLA-CARCOPINO,6200191N,COLLEGE,BALEONE,PUBLIC,641,0,1,0
2022,CORSE,CORSE,HAUTE-CORSE,BASTIA,7200139N,COLLEGE PRIVE,PENSIONNAT JEANNE D'ARC,PRIVE,433,1,0,0
2022,CORSE,CORSE,HAUTE-CORSE,BIGUGLIA,7200727C,COLLEGE,CAMPO VALLONE,PUBLIC,640,0,1,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,BACCARAT,0540001H,COLLEGE,,PUBLIC,357,0,1,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,BLENOD-LES-PONT-A-MOUSSON,0541576V,COLLEGE,VINCENT VAN GOGH,PUBLIC,674,0,1,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,CHAMPIGNEULLES,0541466A,COLLEGE,JULIEN FRANCK,PUBLIC,459,0,1,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,CIREY-SUR-VEZOUZE,0540011U,COLLEGE,DE LA HAUTE VEZOUZE,PUBLIC,310,0,1,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,DIEULOUARD,0540013W,COLLEGE,JOLIOT-CURIE,PUBLIC,477,0,1,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,DOMBASLE-SUR-MEURTHE,0540014X,COLLEGE,JULIENNE FARENC,PUBLIC,340,0,1,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,DOMBASLE-SUR-MEURTHE,0540015Y,LP LYCEE DES METIERS,ENTRE MEURTHE ET SANON,PUBLIC,24,0,1,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,EINVILLE-AU-JARD,0540017A,COLLEGE,CHARLES-MAXIMILIEN DUVIVIER,PUBLIC,256,0,1,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,FOUG,0540019C,COLLEGE,LOUIS PERGAUD,PUBLIC,144,0,1,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,HEILLECOURT,0542468P,COLLEGE,MONTAIGU,PUBLIC,572,0,1,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,JARNY,0540025J,COLLEGE,LOUIS ARAGON,PUBLIC,704,0,1,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,LONGLAVILLE,0541578X,COLLEGE,LEODILE BERA,PUBLIC,437,0,1,1
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,LONGUYON,0541452K,COLLEGE PRIVE,SAINTE CHRETIENNE,PRIVE,94,1,0,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,LONGWY,0541989U,COLLEGE PRIVE,DES RECOLLETS,PRIVE,547,1,0,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,LUNEVILLE,0540037X,LYCEE PROFESSIONNEL,PAUL LAPIE,PUBLIC,23,0,1,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,MALZEVILLE,0541474J,COLLEGE,PAUL VERLAINE,PUBLIC,593,0,1,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,NANCY,0541364P,LYCEE PROFESSIONNEL PRIVE,MARIE IMMACULEE,PRIVE,13,1,0,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,NANCY,0541819J,COLLEGE,GUYNEMER,PUBLIC,413,0,1,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,NEUVES-MAISONS,0541573S,COLLEGE,JACQUES CALLOT,PUBLIC,591,0,1,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,PONT-A-MOUSSON,0541440X,COLLEGE PRIVE,NOTRE DAME,PRIVE,300,1,0,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,TOUL,0541330C,COLLEGE,AMIRAL DE RIGNY,PUBLIC,436,0,1,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,TOUL,0541565H,COLLEGE,CROIX DE METZ,PUBLIC,619,0,1,1
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,VAL DE BRIEY,0541338L,ETAB.REGIONAL ENSEIGNT ADAPTE,HUBERT MARTIN,PUBLIC,66,0,1,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,VILLERS-LES-NANCY,0541776M,COLLEGE,GEORGE CHEPFER,PUBLIC,331,0,1,0
2022,GRAND-EST,NANCY-METZ,MEUSE,ANCEMONT,0550859K,COLLEGE,LOUIS DE BROGLIE,PUBLIC,293,0,1,0
2022,GRAND-EST,NANCY-METZ,MEUSE,ANCERVILLE,0550848Y,COLLEGE,EMILIE CARLES,PUBLIC,308,0,1,0
2022,GRAND-EST,NANCY-METZ,MEUSE,BAR-LE-DUC,0550046B,COLLEGE PRIVE,LA CROIX,PRIVE,340,1,0,0
2022,GRAND-EST,NANCY-METZ,MEUSE,LIGNY-EN-BARROIS,0550052H,COLLEGE PRIVE,BIENHEUREUX P DE LUXEMBOURG,PRIVE,74,1,0,0
2022,GRAND-EST,NANCY-METZ,MEUSE,LIGNY-EN-BARROIS,0550700M,LYCEE PROFESSIONNEL PRIVE,NOTRE DAME DES VERTUS,PRIVE,17,1,0,0
2022,GRAND-EST,NANCY-METZ,MEUSE,VAUCOULEURS,0550023B,COLLEGE,LES CUVELLES,PUBLIC,375,0,1,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,AMNEVILLE,0572689N,COLLEGE,LA SOURCE,PUBLIC,514,0,1,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,BOULAY-MOSELLE,0570225K,LYCEE PROFESSIONNEL PRIVE,INTERENTREPRISES BOULAY-FAULQ,PRIVE,36,1,0,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,CHATEAU-SALINS,0570327W,COLLEGE,DE LA PASSEPIERRE,PUBLIC,282,0,1,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,CREUTZWALD,0572022N,LYCEE POLYVALENT,FELIX MAYER,PUBLIC,21,0,1,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,FALCK,0572358D,COLLEGE,LA GRANDE SAULE,PUBLIC,338,0,1,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,HAM-SOUS-VARSBERG,0572359E,COLLEGE,BERGPFAD,PUBLIC,361,0,1,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,HARTZVILLER,0570038G,COLLEGE,DE LA VALLEE DE LA BIEVRE,PUBLIC,266,0,1,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,HAYANGE,0570077Z,LYCEE PROFESSIONNEL,MARYSE BASTIE,PUBLIC,24,0,1,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,HAYANGE,0572171A,COLLEGE,JACQUES MONOD,PUBLIC,412,0,1,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,HAYANGE,0572480L,COLLEGE,HURLEVENT,PUBLIC,685,0,1,0
